solexa_130301_SN471_0138_A_D1P96ACXX_ROPERS-LANDTHALER,solexa_130301_SN471_0138_.1
solexa_130313_SN541_0228_A_C16UWACXX_HUEBNER,solexa_130313_SN541_0228_.1
solexa_130313_SN541_0229_B_D1D50ACXX_MIXED,solexa_130313_SN541_0229_.1
solexa_130325_SN541_0230_A_H02WLADXX_CHEN-RAJEWSKY,solexa_130325_SN541_0230_.1
solexa_130404_SN541_0231_A_C1BRKACXX_HUEBNER,solexa_130404_SN541_0231_.1
solexa_130404_SN541_0232_B_D1D9BACXX_HUEBNER,solexa_130404_SN541_0232_.1
solexa_130405_SN471_0139_A_C1KRAACXX_MIXED,solexa_130405_SN471_0139_.1
solexa_130405_SN540_0154_A_H0D85ADXX_ROPERS-CHEN,solexa_130405_SN540_0154_.1
solexa_130417_SN540_0155_AH0E6YADXX,solexa_130417_SN540_0155_.1
solexa_130417_SN540_0156_B_H0E6YADXX_DIETERICH,solexa_130417_SN540_0156_.1
solexa_130423_SN303_0157_A_C1JA7ACXX_HUEBNER-ROPERS,solexa_130423_SN303_0157_.1
solexa_130423_SN303_0158_B_D1N04ACXX_CHEN,solexa_130423_SN303_0158_.1
solexa_130423_SN541_0233_A_H0D8MADXX_DIETERICH,solexa_130423_SN541_0233_.1
solexa_130424_SN471_0140_A_D1N4GACXX_MIXED,solexa_130424_SN471_0140_.1
solexa_130426_SN541_0234_A_D1P5NACXX_MIXED,solexa_130426_SN541_0234_.1
solexa_130508_SN471_0141_A_C1JA6ACXX_HUEBNER,solexa_130508_SN471_0141_.1
solexa_130508_SN471_0142_B_D1RTGACXX_MIXED,solexa_130508_SN471_0142_.1
solexa_130514_SN303_0159_B_D1NTBACXX_HUEBNER-CHEN,solexa_130514_SN303_0159_.1
solexa_130516_SN540_0182_A_H0D8GADXX_CHEN,solexa_130516_SN540_0182_.1
solexa_130523_SN303_0160_B_C1KRTACXX_MIXED,solexa_130523_SN303_0160_.1
solexa_130524_SN540_0183_A_H0D8HADXX_RAJEWSKY,solexa_130524_SN540_0183_.1
solexa_130529_SN471_0143_A_C1JR6ACXX_HUEBNER-ROPERS,solexa_130529_SN471_0143_.1
solexa_130529_SN471_0144_B_D1T58ACXX_HUEBNER_GOTTHARDT,solexa_130529_SN471_0144_.2
solexa_130604_SN303_0161_A_C1RT9ACXX_DRFZ_LANDTHALER,solexa_130604_SN303_0161_.1
solexa_130605_SN541_0235_A_D1P92ACXX_MIXED,solexa_130605_SN541_0235_.1
solexa_130611_SN303_0162_A_D22K5ACXX_HUEBNER,solexa_130611_SN303_0162_.1
solexa_130611_SN303_0163_B_C1N7BACXX_HUEBNER-FRAUENHOFER,solexa_130611_SN303_0163_.1
solexa_130618_SN471_0145_A_C1RBEACXX_HUEBNER,solexa_130618_SN471_0145_.1
solexa_130618_SN471_0146_B_D1V62ACXX_HUEBNER,solexa_130618_SN471_0146_.1
solexa_130619_SN540_0184_A_H0EYKADXX_CHEN,solexa_130619_SN540_0184_.1
solexa_130619_SN540_0185_B_H0F1WADXX_CHEN,solexa_130619_SN540_0185_.1
solexa_130619_SN541_0236_A_C1T2KACXX_HUEBNER,solexa_130619_SN541_0236_.1
solexa_130619_SN541_0237_B_D1UG9ACXX_HUEBNER,solexa_130619_SN541_0237_.1
solexa_130621_SN540_0186_A_D1WL8ACXX_LANDTHALER-RAJEWSKY,solexa_130621_SN540_0186_.1
solexa_130702_SN540_0187_A_C2A66ACXX_K-RAJEWSKY,solexa_130702_SN540_0187_.1
solexa_130702_SN540_0187_A_C2A66ACXX_K-RAJEWSKY_NODEL,solexa_130702_SN540_0187_.2
solexa_130702_SN540_0188_B_D1W1YACXX_DRFZ,solexa_130702_SN540_0188_.1
solexa_130703_SN471_0147_A_C2ALCACXX_MIXED,solexa_130703_SN471_0147_.1
solexa_130703_SN471_0148_B_D29M1ACXX_MIXED,solexa_130703_SN471_0148_.1
solexa_130704_SN541_0238_A_C210RACXX_HUEBNER,solexa_130704_SN541_0238_.1
solexa_130704_SN541_0239_B_D22MBACXX_HUEBNER-NKM,solexa_130704_SN541_0239_.1
solexa_130718_SN540_0189_A_H0F27ADXX_CHEN,solexa_130718_SN540_0189_.1
solexa_130718_SN540_0190_B_H0KKFADXX_HUEBNER,solexa_130718_SN540_0190_.1
solexa_130730_SN540_0191_A_H0KJ8ADXX_CHEN,solexa_130730_SN540_0191_.1
solexa_130730_SN540_0192_B_H0NM5ADXX_CHEN,solexa_130730_SN540_0192_.1
solexa_130731_SN303_0164_A_C2ATLACXX_MIXED,solexa_130731_SN303_0164_.1
solexa_130731_SN303_0165_B_D29KRACXX_RAJEWSKY-LANDTHALER,solexa_130731_SN303_0165_.1
solexa_130801_SN540_0193_A_H0NTMADXX_CHEN,solexa_130801_SN540_0193_.1
solexa_130806_SN471_0149_A_C2AEPACXX_MIXED,solexa_130806_SN471_0149_.1
solexa_130809_SN541_0240_A_D2C4JACXX_MIXED,solexa_130809_SN541_0240_.1
solexa_130812_SN540_0194_B_H03BFADXX_LEWIN,solexa_130812_SN540_0194_.1
solexa_130812_SN540_0195_A_H03BFADXX_LEWIN,solexa_130812_SN540_0195_.1
solexa_130814_SN471_0151_A_D22L2ACXX_MIXED,solexa_130814_SN471_0151_.1
solexa_130815_SN541_0241_A_D2BHFACXX_MIXED,solexa_130815_SN541_0241_.1
solexa_130823_SN540_0196_A_H0NU3ADXX_LOEWER,solexa_130823_SN540_0196_.1
solexa_130827_SN541_0242_A_D2BYUACXX_UNI-POTSDAM,solexa_130827_SN541_0242_.1
solexa_130827_SN541_0243_B_D2D83ACXX_LONDON,solexa_130827_SN541_0243_.1
solexa_130905_SN540_0197_A_H0NU6ADXX_CHEN,solexa_130905_SN540_0197_.1
solexa_130912_SN541_0244_A_H0RW2ADXX_CHEN,solexa_130912_SN541_0244_.1
solexa_130912_SN541_0245_B_H1182ADXX_CHEN,solexa_130912_SN541_0245_.1
solexa_130920_SN303_0166_A_C2EWFACXX_MIXED,solexa_130920_SN303_0166_.1
solexa_130925_SN471_0152_A_D2FUKACXX_MIXED,solexa_130925_SN471_0152_.1
solexa_130925_SN471_0152_A_D2FUKACXX_MIXED_NODEL,solexa_130925_SN471_0152_.2
solexa_130927_SN303_0167_A_C2EA1ACXX_HUEBNER,solexa_130927_SN303_0167_.1
solexa_130927_SN303_0168_B_D2HCYACXX_HUEBNER,solexa_130927_SN303_0168_.1
solexa_131016_SN471_0153_A_D263EACXX_epM-DEEP,solexa_131016_SN471_0153_.1
solexa_131017_SN541_0246_B_D2H18ACXX_K-RAJEWSKY-HUEBNER,solexa_131017_SN541_0246_.1
solexa_131017_SN541_0246_B_D2H18ACXX_K-RAJEWSKY-HUEBNER_NODEL,solexa_131017_SN541_0246_.2
solexa_131018_SN540_0198_A_C2M1DACXX_MIXED,solexa_131018_SN540_0198_.1
solexa_131022_SN540_0199_A_H1556ADXX_DIETERICH,solexa_131022_SN540_0199_.1
solexa_131028_SN471_0154_A_C2LD1ACXX_POTSDAM-DARMSTADT,solexa_131028_SN471_0154_.1
solexa_131028_SN471_0155_B_C2MKWACXX_HUEBNER-UNI-POTSDAM,solexa_131028_SN471_0155_.1
solexa_131101_SN471_0156_A_C2LDVACXX_MIXED,solexa_131101_SN471_0156_.1
solexa_131101_SN540_0200_A_H03DEADXX_CHEN,solexa_131101_SN540_0200_.1
solexa_131101_SN540_0201_B_H155NADXX_CHEN,solexa_131101_SN540_0201_.1
solexa_131104_SN541_0247_A_H155HADXX_CHEN,solexa_131104_SN541_0247_.1
solexa_131106_SN471_0157_A_D27AUACXX_MIXED,solexa_131106_SN471_0157_.1
solexa_131106_SN471_0158_B_D27AVACXX_NKM,solexa_131106_SN471_0158_.1
solexa_131112_SN541_0248_A_C2NEUACXX_LONDON,solexa_131112_SN541_0248_.1
solexa_131121_SN471_0159_A_C2F78ACXX_FASTERIS-SCHWEIZ,solexa_131121_SN471_0159_.1
solexa_131121_SN471_0160_B_C36NFACXX_FASTERIS-SCHWEIZ,solexa_131121_SN471_0160_.1
solexa_131122_SN303_0169_AC2NA6ACXX,solexa_131122_SN303_0169_.1
solexa_131122_SN303_0170_BC36D5ACXX,solexa_131122_SN303_0170_.1
solexa_131128_SN303_0171_A_C36UJACXX,solexa_131128_SN303_0171_.2
solexa_131128_SN303_0171_A_C36UJACXX_MIXED,solexa_131128_SN303_0171_.1
solexa_131203_SN303_0172_B_C36EAACXX_RAPP-BIRCHMEIER,solexa_131203_SN303_0172_.1
solexa_131204_SN471_0161_A_D2C6UACXX_MIXED,solexa_131204_SN471_0161_.1
solexa_131210_SN303_0173_A_C34C1ACXX_RAJEWSKY-TURSUN,solexa_131210_SN303_0173_.1
solexa_131210_SN303_0174_B_C36F4ACXX_RAJEWSKY,solexa_131210_SN303_0174_.1
solexa_131212_SN541_0250_A_C35V5ACXX_MIXED,solexa_131212_SN541_0250_.1
solexa_131212_SN541_0251_B_C368WACXX_MUELLER-LANDTHALER,solexa_131212_SN541_0251_.1
solexa_140115_SN303_0176_B_C36G0ACXX_MUELLER,solexa_140115_SN303_0176_.1
solexa_140123_SN540_0205_A_H7C0PADXX_CHEN,solexa_140123_SN540_0205_.1
solexa_140206_SN303_0177_A_C31G2ACXX_GOTTHARDT-HUEBNER,solexa_140206_SN303_0177_.1
solexa_140206_SN303_0178_B_C39AMACXX_LEWIN,solexa_140206_SN303_0178_.1
solexa_140206_SN541_0252_A_C31G2ACXX_GOTTHARDT-HUEBNER,solexa_140206_SN541_0252_.1
solexa_140206_SN541_0253_B_C39AMACXX_LEWIN,solexa_140206_SN541_0253_.1
solexa_140212_SN540_0206_A_C2L3LACXX_MIXED,solexa_140212_SN540_0206_.1
solexa_140212_SN540_0207_B_C2LUMACXX_MIXED,solexa_140212_SN540_0207_.1
solexa_140214_SN471_0162_A_C3C99ACXX_MIXED,solexa_140214_SN471_0162_.1
solexa_140214_SN471_0163_B_C3AV0ACXX_LANDTHALER-RAJEWSKY,solexa_140214_SN471_0163_.1
solexa_140221_SN303_0179_A_C38TEACXX_MARINA-CHEN,solexa_140221_SN303_0179_.1
solexa_140221_SN303_0180_B_C3CGNACXX_MIXED,solexa_140221_SN303_0180_.1
solexa_140224_SN541_0256_A_H0DJ3ADXX_HUEBNER,solexa_140224_SN541_0256_.1
solexa_140226_SN471_0164_A_C3BAHACXX_CHARITE,solexa_140226_SN471_0164_.1
solexa_140226_SN471_0165_B_C3JNNACXX_CHARITE-CHEN,solexa_140226_SN471_0165_.1
solexa_140228_SN541_0257_A_C38L1ACXX_CHEN,solexa_140228_SN541_0257_.1
solexa_140307_SN540_0208_A_C3BM6ACXX_MIXED,solexa_140307_SN540_0208_.1
solexa_140307_SN540_0209_B_C3NKTACXX_MIXED,solexa_140307_SN540_0209_.1
solexa_140311_SN541_0258_A_C396GACXX_MIXED,solexa_140311_SN541_0258_.1
solexa_140314_SN540_0210_A_C3NL6ACXX_MIXED,solexa_140314_SN540_0210_.1
solexa_140314_SN540_0211_B_C3NMFACXX_LONDON,solexa_140314_SN540_0211_.1
solexa_140319_SN303_0181_A_C3Y3TACXX_MARINA-PISCHON,solexa_140319_SN303_0181_.1
solexa_140319_SN303_0182_B_C3V4TACXX_MARINA,solexa_140319_SN303_0182_.1
solexa_140321_SN471_0166_A_C3NKFACXX_LONDON,solexa_140321_SN471_0166_.1
solexa_140321_SN471_0167_B_C3NG3ACXX_POTSDAM,solexa_140321_SN471_0167_.1
solexa_140321_SN540_0212_A_C3NG3ACXX_POTSDAM,solexa_140321_SN540_0212_.1
solexa_140325_SN541_0259_A_H03DBADXX_HUEBNER,solexa_140325_SN541_0259_.1
solexa_140325_SN541_0261_A_H777LADXX_HUEBNER,solexa_140325_SN541_0261_.1
solexa_140327_SN541_0262_B_H7CCYADXX_CHEN,solexa_140327_SN541_0262_.1
solexa_140328_SN471_0169_A_C3NE1ACXX_CHARITE-ECRC,solexa_140328_SN471_0169_.1
solexa_140408_SN541_0263_A_H74HYADXX_HUEBNER,solexa_140408_SN541_0263_.1
solexa_140408_SN541_0264_B_H77D7ADXX_HUEBNER,solexa_140408_SN541_0264_.1
solexa_140411_SN540_0215_A_C3NLAACXX_MIXED,solexa_140411_SN540_0215_.1
solexa_140411_SN540_0216_B_C3TNYACXX_HUEBNER,solexa_140411_SN540_0216_.1
solexa_140424_SN541_0265_A_H74UUADXX_HUEBNER,solexa_140424_SN541_0265_.1
solexa_140506_SN541_0266_A_H9A88ADXX_CHEN,solexa_140506_SN541_0266_.1
solexa_140507_SN471_0170_A_C3NMNACXX_MIXED,solexa_140507_SN471_0170_.1
solexa_140508_SN303_0183_A_C3VNAACXX_PISCHON,solexa_140508_SN303_0183_.1
solexa_140508_SN303_0184_B_C3V9YACXX_PISCHON,solexa_140508_SN303_0184_.1
solexa_140513_SN471_0171_B_C3UVFACXX_MIXED,solexa_140513_SN471_0171_.1
solexa_140516_SN541_0267_A_H9K7MADXX_HUEBNER,solexa_140516_SN541_0267_.1
solexa_140516_SN541_0268_B_H77C0ADXX_HUEBNER,solexa_140516_SN541_0268_.1
solexa_140522_SN303_0185_A_C48P6ACXX_epMotion_stmRNA,solexa_140522_SN303_0185_.1
solexa_140522_SN303_0185_A_C48P6ACXX_epMotion_stmRNA_RECOPY,solexa_140522_SN303_0185_.2
solexa_140527_SN540_0217_A_C3UJMACXX_MIXED,solexa_140527_SN540_0217_.1
solexa_140604_SN303_0186_A_C43A0ACXX_MIXED,solexa_140604_SN303_0186_.1
solexa_140604_SN303_0187_B_C3VU4ACXX_MIXED,solexa_140604_SN303_0187_.1
solexa_140604_SN303_0187_B_C3VU4ACXX_MIXED_NODEL,solexa_140604_SN303_0187_.2
solexa_140605_SN471_0172_A_C3UMJACXX_MIXED,solexa_140605_SN471_0172_.1
solexa_140605_SN541_0269_A_H9C53ADXX_HUEBNER,solexa_140605_SN541_0269_.1
solexa_140612_SN303_0188_A_C42GAACXX_DEEP,solexa_140612_SN303_0188_.1
solexa_140612_SN303_0189_B_C47T8ACXX_MIXED,solexa_140612_SN303_0189_.1
solexa_140612_SN471_0173_A_C47ALACXX_MIXED,solexa_140612_SN471_0173_.1
solexa_140612_SN471_0174_B_C4D3FACXX_NKM,solexa_140612_SN471_0174_.1
solexa_140613_SN540_0218_A_C3UEVACXX_HUEBNER,solexa_140613_SN540_0218_.1
solexa_140613_SN540_0219_B_C3UF9ACXX_LONDON,solexa_140613_SN540_0219_.1
solexa_140613_SN541_0270_A_H9BUNADXX_HUEBNER,solexa_140613_SN541_0270_.1
solexa_140618_SN540_0220_A_C3UEDACXX_MIXED,solexa_140618_SN540_0220_.1
solexa_140619_SN541_0271_A_H9BVJADXX_CHEN,solexa_140619_SN541_0271_.1
solexa_140625_SN541_0272_A_H9KGJADXX_epMotion,solexa_140625_SN541_0272_.1
solexa_140626_SN303_0190_A_C47YTACXX_MIXED,solexa_140626_SN303_0190_.1
solexa_140626_SN303_0191_B_C48KEACXX_PISCHON,solexa_140626_SN303_0191_.1
solexa_140701_SN540_0221_A_C3UTGACXX_MIXED,solexa_140701_SN540_0221_.1
solexa_140707_SN541_0273_A_H7C1NADXX_CHEN,solexa_140707_SN541_0273_.1
solexa_140708_SN541_0274_B_H9K7CADXX_GONG,solexa_140708_SN541_0274_.1
solexa_140725_SN303_0192_A_C3UGAACXX_MIXED,solexa_140725_SN303_0192_.1
solexa_140725_SN471_0175_A_C48L2ACXX_MIXED,solexa_140725_SN471_0175_.1
solexa_140725_SN540_0222_A_C3URTACXX_BIRCHEIER,solexa_140725_SN540_0222_.1
solexa_140725_SN540_0223_B_C3VP6ACXX_MIXED,solexa_140725_SN540_0223_.1
solexa_140804_SN541_0275_A_H7CDGADXX_CHEN,solexa_140804_SN541_0275_.1
solexa_140821_SN303_0193_A_C4D4EACXX_MIXED,solexa_140821_SN303_0193_.1
solexa_140821_SN471_0177_B_C48NHACXX_MIXED,solexa_140821_SN471_0177_.1
solexa_140822_SN541_0276_A_H7BYBADXX_CHEN,solexa_140822_SN541_0276_.1
solexa_140822_SN541_0277_B_H9K7PADXX_HUEBNER,solexa_140822_SN541_0277_.1
solexa_140828_SN303_0194_A_C488KACXX_CHARITE-OHLER,solexa_140828_SN303_0194_.1
solexa_140902_SN541_0278_A_H7C1RADXX_CHEN,solexa_140902_SN541_0278_.1
solexa_140902_SN541_0279_B_H9KGAADXX_CHEN,solexa_140902_SN541_0279_.1
solexa_140904_SN540_0224_A_C4526ACXX_CHARITE-OHLER,solexa_140904_SN540_0224_.1
solexa_140904_SN540_0225_B_C47EEACXX_DEEP-CHARITE,solexa_140904_SN540_0225_.1
solexa_140904_SN540_0225_B_C47EEACXX_DEEP-CHARITE_KILLED-UPLOAD,solexa_140904_SN540_0225_.1
solexa_140910_SN471_0178_A_C530YACXX_MIXED,solexa_140910_SN471_0178_.1
solexa_140910_SN471_0179_B_C5558ACXX_MIXED,solexa_140910_SN471_0179_.1
solexa_140910_SN541_0280_A_HA4RKADXX_HUEBNER,solexa_140910_SN541_0280_.1
solexa_140910_SN541_0281_B_HA548ADXX_HUEBNER,solexa_140910_SN541_0281_.1
solexa_140915_SN541_0282_A_HA544ADXX_CHEN,solexa_140915_SN541_0282_.1
solexa_140915_SN541_0283_B_HA56EADXX_CHEN,solexa_140915_SN541_0283_.1
solexa_140917_SN471_0180_A_C50P1ACXX_CHARITE-OHLER,solexa_140917_SN471_0180_.1
solexa_140922_SN541_0284_A_HA549ADXX_HUEBNER,solexa_140922_SN541_0284_.1
solexa_140922_SN541_0285_B_H7EMEADXX_RAJEWSKY,solexa_140922_SN541_0285_.1
solexa_140926_SN540_0226_A_HA54NADXX_CHEN,solexa_140926_SN540_0226_.1
solexa_140926_SN540_0227_B_HAC30ADXX_CHEN,solexa_140926_SN540_0227_.1
solexa_141002_SN303_0195_A_C531AACXX_WILLNOW,solexa_141002_SN303_0195_.1
solexa_141002_SN471_0181_A_C52MLACXX_CHEN,solexa_141002_SN471_0181_.1
solexa_141010_SN303_0196_A_C56TMACXX_DRFZ,solexa_141010_SN303_0196_.1
solexa_141010_SN303_0197_B_C56U7ACXX_DRFZ,solexa_141010_SN303_0197_.1
solexa_141010_SN540_0228_A_C56TPACXX_MIXED,solexa_141010_SN540_0228_.1
solexa_141016_SN541_0286_A_HAC3LADXX_CHEN,solexa_141016_SN541_0286_.1
solexa_141016_SN541_0287_B_HAC9UADXX_epMOTION,solexa_141016_SN541_0287_.1
solexa_141017_SN303_0198_A_C5HGUACXX_LANDTHALER-RAJEWSKY,solexa_141017_SN303_0198_.1
solexa_141017_SN471_0182_A_C53CGACXX_MIXED,solexa_141017_SN471_0182_.1
solexa_141031_SN303_0199_A_C5HGPACXX_MIXED,solexa_141031_SN303_0199_.1
solexa_141031_SN471_0183_A_C52GNACXX_MIXED,solexa_141031_SN471_0183_.1
solexa_141107_SN540_0229_A_C5HCUACXX_POTSDAM,solexa_141107_SN540_0229_.1
solexa_141107_SN540_0230_B_C5GTGACXX_MIXED,solexa_141107_SN540_0230_.1
solexa_141120_SN471_0184_A_C5FEPACXX_HUEBNER,solexa_141120_SN471_0184_.1
solexa_141120_SN471_0185_B_C53CHACXX_HUEBNER,solexa_141120_SN471_0185_.1
solexa_141121_SN541_0288_A_H8U76ADXX_RAJEWSKY,solexa_141121_SN541_0288_.1
solexa_141127_SN303_0200_A_C5VE9ACXX_BIH-CH-MS,solexa_141127_SN303_0200_.1
solexa_141127_SN303_0201_B_C5HGJACXX_BIH-CH-MS,solexa_141127_SN303_0201_.1
solexa_141127_SN540_0232_B_C5V7VACXX_BIH,solexa_141127_SN540_0232_.2
solexa_141128_SN541_0289_A_C539EACXX_OHLER,solexa_141128_SN541_0289_.1
solexa_141128_SN541_0290_B_C5R9PACXX_MIXED,solexa_141128_SN541_0290_.1
solexa_141203_SN471_0186_A_C5R9JACXX_OHLER,solexa_141203_SN471_0186_.1
solexa_141203_SN471_0187_B_C5T86ACXX_MIXED,solexa_141203_SN471_0187_.1
solexa_141204_SN303_0202_A_C5V95ACXX_RAJEWSKY,solexa_141204_SN303_0202_.1
solexa_141204_SN303_0203_B_C5W7AACXX_MIXED,solexa_141204_SN303_0203_.1
solexa_141205_SN541_0291_A_C5V7YACXX_BIH-CH-MS,solexa_141205_SN541_0291_.1
solexa_141205_SN541_0292_B_C5W8KACXX_BIH-CH-MS,solexa_141205_SN541_0292_.1
solexa_141210_SN303_0204_A_C5V97ACXX_HAMMES,solexa_141210_SN303_0204_.1
solexa_141210_SN303_0205_B_C5W95ACXX_MIXED,solexa_141210_SN303_0205_.1
solexa_141215_SN540_0233_A_C5TKLACXX_MIXED,solexa_141215_SN540_0233_.1
solexa_141215_SN541_0293_A_C5TL1ACXX_HUEBNER,solexa_141215_SN541_0293_.1
solexa_141215_SN541_0294_B_C5VJKACXX_HUEBNER-POTSDAM,solexa_141215_SN541_0294_.1
solexa_150108_SN540_0234_A_HAUU4ADXX_RAJEWSKY,solexa_150108_SN540_0234_.1
solexa_150109_SN471_0188_A_C5RKAACXX_HUEBNER,solexa_150109_SN471_0188_.1
solexa_150109_SN471_0189_B_C5RPAACXX_HUEBNER,solexa_150109_SN471_0189_.1
solexa_150113_SN540_0235_A_C5TLNACXX_BIH-CH-MS,solexa_150113_SN540_0235_.1
solexa_150113_SN540_0236_B_C5VNJACXX_BIH-CH-MS,solexa_150113_SN540_0236_.1
solexa_150116_SN541_0295_A_C694FACXX_MIXED,solexa_150116_SN541_0295_.1
solexa_150116_SN541_0296_B_C68PRACXX_BIH-CH-MS,solexa_150116_SN541_0296_.1
solexa_150120_SN540_0237_A_HAURVADXX_RAJEWSKY,solexa_150120_SN540_0237_.1
solexa_150126_SN540_0238_A_HARL6ADXX_HUEBNER,solexa_150126_SN540_0238_.1
solexa_150126_SN540_0239_B_HB00HADXX_HUEBNER,solexa_150126_SN540_0239_.1
solexa_150127_SN471_0190_A_C5RNVACXX_BLANKENSTEIN,solexa_150127_SN471_0190_.1
solexa_150127_SN471_0191_B_C5WMKACXX_MIXED,solexa_150127_SN471_0191_.1
solexa_150128_SN303_0214_A_C5RPMACXX_OHLER,solexa_150128_SN303_0214_.1
solexa_150128_SN303_0215_B_C5WWKACXX_HUEBNER,solexa_150128_SN303_0215_.1
solexa_150130_SN540_0240_A_HAUP4ADXX_CHEN,solexa_150130_SN540_0240_.1
solexa_150130_SN540_0241_B_HAURCADXX_CHEN,solexa_150130_SN540_0241_.1
solexa_150130_SN541_0297_A_C693EACXX_MIXED,solexa_150130_SN541_0297_.1
solexa_150205_SN541_0298_A_C5RNWACXX_ECRC-SCHULZ,solexa_150205_SN541_0298_.1
solexa_150213_SN471_0192_A_C5WPRACXX_NKM,solexa_150213_SN471_0192_.1
solexa_150213_SN471_0193_B_C6B9EACXX_GOTTHARDT,solexa_150213_SN471_0193_.1
solexa_150213_SN540_0242_A_HCVJHADXX_POMBO,solexa_150213_SN540_0242_.1
solexa_150213_SN541_0299_A_HCVWNADXX_RAJEWSKY,solexa_150213_SN541_0299_.1
solexa_150213_SN541_0300_B_HCYTJADXX_RAJEWSKY,solexa_150213_SN541_0300_.1
solexa_150220_D00636_0019_AC6KEFANXX,solexa_150220_D00636_0019.1
solexa_150220_SN303_0216_A_C698AACXX_MIXED,solexa_150220_SN303_0216_.1
solexa_150220_SN303_0217_B_C69T5ACXX_LANDTHALER-OHLER,solexa_150220_SN303_0217_.1
solexa_150224_SN540_0243_A_HCYTKADXX_CHEN,solexa_150224_SN540_0243_.1
solexa_150224_SN540_0244_B_HAN07ADXX_CHEN,solexa_150224_SN540_0244_.1
solexa_150225_SN541_0301_A_C692UACXX_MIXED,solexa_150225_SN541_0301_.1
solexa_150225_SN541_0302_B_C69V3ACXX_MIXED,solexa_150225_SN541_0302_.1
solexa_150227_SN471_0194_A_C695EACXX_BIH-CH-MS,solexa_150227_SN471_0194_.1
solexa_150227_SN471_0195_B_C69TFACXX_DZHK-CHEKULAEVA,solexa_150227_SN471_0195_.1
solexa_150227_SN540_0245_A_HAN25ADXX_HUEBNER,solexa_150227_SN540_0245_.1
solexa_150227_SN540_0246_B_HAYFPADXX_HUEBNER,solexa_150227_SN540_0246_.1
solexa_150303_SN540_0247_A_HAYYKADXX_HUEBNER,solexa_150303_SN540_0247_.1
solexa_150303_SN540_0248_B_HB00JADXX_HUEBNER,solexa_150303_SN540_0248_.1
solexa_150306_D00636_0024_A_HB0K3ADXX_CHARITE,solexa_150306_D00636_0024.1
solexa_150306_D00636_0025_B_HB0L8ADXX_CHARITE,solexa_150306_D00636_0025.1
solexa_150306_SN540_0249_A_HARMUADXX_HUEBNER,solexa_150306_SN540_0249_.1
solexa_150306_SN540_0250_B_HB002ADXX_HUEBNER,solexa_150306_SN540_0250_.1
solexa_150311_SN540_0251_A_HARL9ADXX_OHLER,solexa_150311_SN540_0251_.1
solexa_150320_SN540_0252_A_HAC3KADXX_OHLER,solexa_150320_SN540_0252_.1
solexa_150320_SN540_0253_B_HAN27ADXX_OHLER,solexa_150320_SN540_0253_.1
solexa_150325_SN540_0254_A_HAN1TADXX_OHLER,solexa_150325_SN540_0254_.1
solexa_150325_SN540_0255_B_HAYGAADXX_OHLER,solexa_150325_SN540_0255_.1
solexa_150327_D00648_0016_A_C6KETANXX_270315,solexa_150327_D00648_0016.1
solexa_150327_SN303_0218_A_C695JACXX_MIXED,solexa_150327_SN303_0218_.1
solexa_150327_SN471_0196_A_C5YAYACXX_DITZEN,solexa_150327_SN471_0196_.1
solexa_150327_SN471_0197_B_C6AUKACXX_DITZEN,solexa_150327_SN471_0197_.1
solexa_150327_SN541_0303_A_C693VACXX_MIXED,solexa_150327_SN541_0303_.1
solexa_150327_SN541_0304_B_C72B9ACXX_MIXED,solexa_150327_SN541_0304_.1
solexa_150402_SN540_0256_A_HARMRADXX_NANO_EVAL,solexa_150402_SN540_0256_.1
solexa_150402_SN541_0305_A_C5W4LACXX_LEWIN,solexa_150402_SN541_0305_.1
solexa_150402_SN541_0306_B_C6B4MACXX_DEEP-RAJEWSKY,solexa_150402_SN541_0306_.1
solexa_150408_SN471_0198_B_C72LWACXX_MIXED,solexa_150408_SN471_0198_.1
solexa_150416_D00636_0026_A_C5UK8ANXX_CHEN-FIELITZ,solexa_150416_D00636_0026.1
solexa_150424_SN540_0257_A_HB041ADXX_Nano-Validation,solexa_150424_SN540_0257_.1
solexa_150429_D00636_0027_A_C6KNLANXX_WC_CH_MH,solexa_150429_D00636_0027.1
solexa_150508_D00636_0028_A_C6L0NANXX_CHARITE-MARINA,solexa_150508_D00636_0028.1
solexa_150508_D00636_0029_B_C5UG9ANXX_LANDTHALER-CHARITE,solexa_150508_D00636_0029.1
solexa_150520_SN303_0219_A_C723DACXX_HUEBNER,solexa_150520_SN303_0219_.1
solexa_150520_SN303_0220_B_C72B0ACXX_HUEBNER,solexa_150520_SN303_0220_.1
solexa_150521_SN540_0258_A_HF7G5ADXX_UKF,solexa_150521_SN540_0258_.1
solexa_150521_SN540_0259_B_HH7TGADXX_UKF,solexa_150521_SN540_0259_.1
solexa_150521_SN541_0307_A_C7233ACXX_MIXED,solexa_150521_SN541_0307_.1
solexa_150521_SN541_0308_B_C72LLACXX_MANSOURI,solexa_150521_SN541_0308_.1
solexa_150522_SN471_0199_A_C7232ACXX_MIXED,solexa_150522_SN471_0199_.1
solexa_150522_SN471_0200_B_C72B7ACXX_MIXED,solexa_150522_SN471_0200_.1
solexa_150526_SN540_0260_A_HH72VADXX_UKF,solexa_150526_SN540_0260_.1
solexa_150527_D00636_0031_A_C6HDTANXX_CHEN_IZSVAK,solexa_150527_D00636_0031.1
solexa_150529_SN471_0201_A_C6BC4ACXX_NKM,solexa_150529_SN471_0201_.1
