solexa_161111_NS500648_0111_AHGTY5BGXY,solexa_161111_NS500648_01.1
solexa_161115_SN540_0298_A_C9V4NACXX_MIXED,solexa_161115_SN540_0298_.1
solexa_161116_NS500648_0112_AHLMC3BGXY,solexa_161116_NS500648_01.1
solexa_161118_NB501326_0079_AHTKMJBGXY,solexa_161118_NB501326_00.1
solexa_161118_NS500648_0113_AHHMM7BGXY,solexa_161118_NS500648_01.1
solexa_161118_SN541_0346_B_HJFGNADXX_YISHENG,solexa_161118_SN541_0346_.1
solexa_161122_NS500648_0114_AHGKYCAFXX,solexa_161122_NS500648_01.1
solexa_161123_NS500648_0115_AHTJWHBGXY,solexa_161123_NS500648_01.1
solexa_161124_NS500648_0116_AHHNMKAFXX,solexa_161124_NS500648_01.1
solexa_161124_SN541_0347_A_H5753BCXX_KUN,solexa_161124_SN541_0347_.1
solexa_161125_NS500648_0117_AHTHNJBGXY,solexa_161125_NS500648_01.1
solexa_161129_NS500648_0118_AHJ33GBGXY,solexa_161129_NS500648_01.1
solexa_161129_SN540_0299_A_C9VDVACXX_mixed,solexa_161129_SN540_0299_.1
solexa_161129_SN540_0300_B_C9HA0ACXX_mixed,solexa_161129_SN540_0300_.1
solexa_161205_NB501326_0080_AHTK72BGXY,solexa_161205_NB501326_00.1
solexa_161205_NS500648_0119_AHMTW3BGXY,solexa_161205_NS500648_01.1
solexa_161205_SN540_0301_B_C9HAGACXX_MIXED,solexa_161205_SN540_0301_.1
solexa_161206_SN541_0350_B_H575CBCXY_KUN,solexa_161206_SN541_0350_.1
solexa_161208_NB501326_0081_AHT2W7BGXY,solexa_161208_NB501326_00.1
solexa_161208_NS500648_0120_AH3KJFBGXY,solexa_161208_NS500648_01.1
solexa_161212_SN541_0351_A_H3WM5BCXY_PIERRE-LOUIS,solexa_161212_SN541_0351_.1
solexa_161215_NS500648_0121_AHT55TBGXY,solexa_161215_NS500648_01.1
solexa_161216_NS500648_0122_AHTJYMBGXY,solexa_161216_NS500648_01.1
solexa_161220_SN540_0302_B_CA00MACXX_MIXED,solexa_161220_SN540_0302_.1
solexa_161222_NB501326_0082_AHTHNVBGXY,solexa_161222_NB501326_00.1
solexa_161222_NS500648_0123_AHTJVHBGXY,solexa_161222_NS500648_01.1
solexa_161222_SN541_0352_B_HGGTTADXX_JUNKER,solexa_161222_SN541_0352_.1
solexa_161223_NB501326_0083_AHJ5NNAFXX,solexa_161223_NB501326_00.1
solexa_161223_NS500648_0124_AHTK5KBGXY,solexa_161223_NS500648_01.1
solexa_170102_NS500648_0125_AHJHLNAFXX,solexa_170102_NS500648_01.1
solexa_170102_SN541_0353_A_H3WLYBCXY_KUN,solexa_170102_SN541_0353_.1
solexa_170103_NB501326_0084_AHG35LBGX2,solexa_170103_NB501326_00.1
solexa_170103_SN541_0354_B_HFMKCBCXY_MARTYN,solexa_170103_SN541_0354_.1
solexa_170104_NB501326_0085_AHT333BGXY,solexa_170104_NB501326_00.1
solexa_170104_NS500648_0126_AHT55LBGXY,solexa_170104_NS500648_01.1
solexa_170105_NB501326_0086_AHTJWWBGXY,solexa_170105_NB501326_00.1
solexa_170106_SN540_0303_A_CA4GMACXX_MIXED,solexa_170106_SN540_0303_.1
solexa_170109_NB501326_0087_AHJ2MFAFXX,solexa_170109_NB501326_00.1
solexa_170110_NS500648_0127_AHJ73NAFXX,solexa_170110_NS500648_01.1
solexa_170112_NB501326_0088_AHJ3FWBGXY,solexa_170112_NB501326_00.1
solexa_170112_NS500648_0128_AHFN2HBGXY,solexa_170112_NS500648_01.1
solexa_170113_NB501326_0089_AHHLVFBGXY,solexa_170113_NB501326_00.1
solexa_170113_NS500648_0129_AH2GNFBGX2,solexa_170113_NS500648_01.1
solexa_202115_SN540_0233_A_C5TKLACXX_MIXED_TEST_ARCHIVE7_TOD_EL,solexa_202115_SN540_0233_.1
solexa_EAS1620_00024_62FKC_LANDTHALER-MPIIB,solexa_EAS1620_00024_62FK.1
solexa_copy_090507_HWI-EAS244_30HL2_HUEBNER,solexa_copy_090507_HWI-EA.1
solexa_copy_090602_HWI-EAS244_30HD7_HUEBNER,solexa_090602_HWI-EA.1
solexa_copy_090608_HWI-EAS244_30GL1_HUEBNER,solexa_090608_HWI-EA.1
solexa_copy_090615_HWI-EAS244_30FKM_HUEBNER,solexa_090615_HWI-EA.1
solexa_copy_090812_HWI-EAS244_309CP_CHEN,solexa_090812_HWI-EA.1
solexa_copy_091217_HWUSI-EAS1620_30U2R_HUEBNER,solexa_copy_091217_HWUSI-.1
solexa_copy_100413_HWUSI-EAS1620_0002_614JF_HUEBNER,solexa_copy_100413_HWUSI-.1
solexa_copy_110617_HWUSI-EAS1620_00053_639GA_MIXED,solexa_copy_110617_HWUSI-.1
solexa_copy_20120822_Bascalls_Maria_Scloecker_Fat,solexa_20120822_Basc.1
solexa_copy_solexa_software,solexa_softwa.1
solexa_ds4_PeriodicSaveRates,solexa_PeriodicSaveRa.1
solexa_ds4_Thumbnail_Images,solexa_Thumbnail_Imag.1
solid_restore_solid0174_20101210_FRAG_BC,solid_restore_solid0174_2.1
solid_solid0174_20090924_Pool2_FC1,solid_solid0174_20090924_.1
solid_solid0174_20091112_WFA,solid_solid0174_20091112_.1
solid_solid0174_20091116_WFA,solid_solid0174_20091116_.1
solid_solid0174_20091118_WFA,solid_solid0174_20091118_.1
solid_solid0174_20100122_Pool2_reseq_FC1,solid_solid0174_20100122_.1
solid_solid0174_20100122_Pool3_reseq_FC2,solid_solid0174_20100122_.2
solid_solid0174_20100215_WFA_Pool1reseq_FC1,solid_solid0174_20100215_.1
solid_solid0174_20100218_Pool1_resequ_FC1,solid_solid0174_20100218_.1
solid_solid0174_20100218_SebRBM20_FC2,solid_solid0174_20100218_.2
solid_solid0174_20100329_WFA,solid_solid0174_20100329_.1
solid_solid0174_20100421_1718_ACI_N_HS_FOUN,solid_solid0174_20100421_.1
solid_solid0174_20100708_FRAG_1716_MR_N_HS_FOUN,solid_solid0174_20100708_.1
solid_solid0174_20100816_FRAG,solid_solid0174_20100816_.1
solid_solid0174_20101125_PE_1715,solid_solid0174_20101125_.1
solid_solid0174_20101210_FRAG_BC,solid_solid0174_20101210_.1
solid_solid0174_20110113_PE_SHHF_A,solid_solid0174_20110113_.1
solid_solid0174_20110114_PE_1B10_T2,solid_solid0174_20110114_.1
solid_solid0174_20110315_PE_SHRSP_1pM,solid_solid0174_20110315_.1
solid_solid0174_20110426_PE_BC_Deimante,solid_solid0174_20110426_.1
solid_solid0174_20110607_PE_BC_KW_Stat1,solid_solid0174_20110607_.1
solid_solid0174_20110608_PE_WKY_Izm,solid_solid0174_20110608_.1
solid_solid0174_20110721_FRAG_WKY_Izm,solid_solid0174_20110721_.1
solid_solid0174_20110822_WFA_Poy,solid_solid0174_20110822_.1
solid_solid0174_20110825_WFA_Deimante_Katharina,solid_solid0174_20110825_.1
solid_solid0174_20110905_PE_BC_Deimante_1B10_Families3and5,solid_solid0174_20110905_.1
solid_solid0174_20110905_PE_BC_Deimante_1B10_Families7and4,solid_solid0174_20110905_.2
solid_solid0174_Pool1_miR_20100603_FC1,solid_solid0174_Pool1_miR.1
solid_solid0174_Pool2_miR_20100603_FC2,solid_solid0174_Pool2_miR.1
solid_solid0174_Pool3_mir_20100614_FC1,solid_solid0174_Pool3_mir.1
solid_solid0315_20090429_FC1,solid_solid0315_20090429_.1
solid_solid0315_20090429_FC2,solid_solid0315_20090429_.2
solid_solid0315_20090720_FC1,solid_solid0315_20090720_.1
solid_solid0315_20090720_FC2,solid_solid0315_20090720_.2
solid_solid0315_20091027_FC1,solid_solid0315_20091027_.1
solid_solid0315_20091103_MDC_01_80_FC1,solid_solid0315_20091103_.1
solid_solid0315_20091103_MDC_01_80_FC2,solid_solid0315_20091103_.2
solid_solid0315_20091215_WFA,solid_solid0315_20091215_.1
solid_solid0315_20091216_MDC_01_84,solid_solid0315_20091216_.1
solid_solid0315_20100219_WFA_MWF_FC2,solid_solid0315_20100219_.1
solid_solid0315_20100225_WFA_FC1,solid_solid0315_20100225_.1
solid_solid0315_20100301_MWF_FC2,solid_solid0315_20100301_.1
solid_solid0315_20100308_WFA_1715_1716_FC1,solid_solid0315_20100308_.1
solid_solid0315_20100308_WFA_1718_FC2,solid_solid0315_20100308_.2
solid_solid0315_20100311_MDC_01_80_FC2,solid_solid0315_20100311_.1
solid_solid0315_20100401_MDC_01_84_FC1,solid_solid0315_20100401_.1
solid_solid0315_20100401_MDC_01_84_FC2,solid_solid0315_20100401_.2
solid_solid0315_20100420_1715_FC1,solid_solid0315_20100420_.1
solid_solid0315_20100420_1716_FC2,solid_solid0315_20100420_.2
solid_solid0315_20100428_WFA_LOU,solid_solid0315_20100428_.1
solid_solid0315_20100517_FRAG_MWF,solid_solid0315_20100517_.1
solid_solid0315_20100528_FRAG_LOU_Slide1,solid_solid0315_20100528_.1
solid_solid0315_20100702_FRAG_1715,solid_solid0315_20100702_.1
solid_solid0315_20100729_FRAG_1718,solid_solid0315_20100729_.1
solid_solid0315_20101014_PE_MWF,solid_solid0315_20101014_.1
solid_solid0315_20101105_PE_LouParis,solid_solid0315_20101105_.1
solid_solid0315_20101126_PE_1716,solid_solid0315_20101126_.1
solid_solid0315_20101126_PE_1718,solid_solid0315_20101126_.2
solid_solid0315_20110114_MP_LOU,solid_solid0315_20110114_.1
solid_solid0315_20110114_MP_SHHF_A,solid_solid0315_20110114_.2
solid_solid0315_20110331_FRAG_SHRSP_Izm,solid_solid0315_20110331_.1
solid_solid0315_20110331_FRAG_SHR_Izm,solid_solid0315_20110331_.2
solid_solid0315_20110509_PE_WKY_Izm,solid_solid0315_20110509_.1
solid_solid0315_20110608_PE_SHRSP_Izm,solid_solid0315_20110608_.1
solid_solid0315_20110608_PE_SHR_Izm,solid_solid0315_20110608_.2
solid_solid0315_20110721_PE_SHRSP_Izm,solid_solid0315_20110721_.1
solid_solid0315_20110721_PE_SHR_Izm,solid_solid0315_20110721_.2
solid_solid0315_20110901_FRAG_BC_Poy_sRNA,solid_solid0315_20110901_.1
solid_solid0315_20120817_FRAG_BC_serum,solid_solid0315_20120817_.1
